count,train_code,departure_station,destination_station,depart_time,arrive_time,during_time,business_class,special_class,first_class,second_class,soft_sleeper,hard_sleeper,hard_seat,no_seat,strict_mode,hs
1,G6062,光明城,长沙南,14:51,17:36,02:45,8,,1,,,,,,n,y
1,G1012,光明城,长沙南,17:18,20:30,03:12,10,,有,有,,,,,n,y
